MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
Navi NASDAQ 100 FoF-Reg(G),Navi Mutual Fund,Navi NASDAQ 100 FoF-Reg(G),Navi NASDAQ 100 FoF-Reg(G),Unrated,,22.36,3.17,16.47,8.27,46.56,,,978.44,0.29,45870
Navi NASDAQ 100 FoF-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,7,22.91,1.5,14.89,5.83,42.48,12.46,23.52,5035.16,0.58,41322
Navi NASDAQ 100 FoF-Reg(G),PGIM India Mutual Fund,PGIM India Global Equity Opp Fund(G),PGIM India Global Equity Opp Fund(G),Unrated,30,24.01,1.95,13.09,9.66,46.28,2.68,18.5,1352.43,2.38,8812
Navi NASDAQ 100 FoF-Reg(G),Franklin Templeton Mutual Fund,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Unrated,23,25.18,3.24,15.51,10.31,51.99,5.35,17.38,3565.01,1.53,16071
Navi NASDAQ 100 FoF-Reg(G),DSP Mutual Fund,DSP US Flexible Equity FoF-Reg(G),DSP US Flexible Equity FoF-Reg(G),Unrated,11,13.43,-0.3,7.56,3.01,29.71,10.14,16.0,871.98,2.34,17236
Bandhan Financial Services Fund-Reg(G),Bandhan Mutual Fund,Bandhan Financial Services Fund-Reg(G),Bandhan Financial Services Fund-Reg(G),Unrated,,19.21,-4.51,12.15,4.75,37.59,,,976.32,2.19,47389
Bandhan Financial Services Fund-Reg(G),Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),Sundaram Fin Serv Opp Fund(G),4,2,11.7,-4.23,6.83,0.62,28.66,16.6,16.9,1497.89,2.09,5144
Bandhan Financial Services Fund-Reg(G),Nippon India Mutual Fund,Nippon India Banking & Financial Services Fund(G),Nippon India Banking & Financial Services Fund(G),5,3,13.37,-4.16,9.65,2.81,27.96,16.41,16.77,6388.51,1.87,2445
Bandhan Financial Services Fund-Reg(G),Invesco Mutual Fund,Invesco India Financial Services Fund(G),Invesco India Financial Services Fund(G),2,1,21.55,-2.15,11.93,4.22,38.05,16.7,16.52,1043.44,2.23,5348
Bandhan Financial Services Fund-Reg(G),SBI Mutual Fund,SBI Banking & Financial Services Fund-Reg(G),SBI Banking & Financial Services Fund-Reg(G),3,4,21.16,-1.74,11.86,3.68,38.17,13.96,15.41,6407.35,1.82,30125
Axis Retirement Fund-Aggressive Plan-Reg(G),Axis Mutual Fund,Axis Retirement Fund-Aggressive Plan-Reg(G),Axis Retirement Fund-Aggressive Plan-Reg(G),Unrated,23,20.57,-5.51,10.58,0.33,34.77,9.77,,969.18,2.2,43841
Axis Retirement Fund-Aggressive Plan-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,19.06,-5.84,9.9,-1.4,35.3,19.61,24.03,6167.84,1.77,24803
Axis Retirement Fund-Aggressive Plan-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,24.26,-5.96,7.57,-1.37,49.38,23.88,24.01,1035.44,2.15,25667
Axis Retirement Fund-Aggressive Plan-Reg(G),HDFC Mutual Fund,HDFC Childrens Gift Fund,HDFC Childrens Gift Fund,4,8,15.03,-3.78,8.37,-1.16,27.57,15.66,18.74,10042.29,1.74,1126
Axis Retirement Fund-Aggressive Plan-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,14.22,-6.76,9.15,-3.58,28.54,13.42,18.73,390.39,2.57,3304
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),Unrated,,7.51,0.44,5.18,2.14,9.71,,,966.15,0.4,46359
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),SBI Mutual Fund,SBI Magnum Income Fund-Reg(G),SBI Magnum Income Fund-Reg(G),4,3,7.22,0.2,4.9,2.06,8.76,5.94,7.01,1795.93,1.46,2776
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),UTI Mutual Fund,UTI Medium to Long Duration Fund-Reg(G),UTI Medium to Long Duration Fund-Reg(G),1,1,7.45,0.14,5.1,2.12,9.26,7.88,6.84,314.88,1.62,3441
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),ICICI Pru Bond Fund(G),4,2,7.35,0.27,5.06,2.13,9.32,6.14,6.73,2959.92,1.03,6197
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Income Fund(G),Aditya Birla SL Income Fund(G),5,6,7.49,0.19,5.35,2.19,9.64,5.67,6.71,2102.81,1.16,405
Bandhan Overnight Fund-Reg(G),Bandhan Mutual Fund,Bandhan Overnight Fund-Reg(G),Bandhan Overnight Fund-Reg(G),3,16,5.47,0.51,3.23,1.6,6.67,5.74,4.74,947.32,0.15,41901
Bandhan Overnight Fund-Reg(G),Axis Mutual Fund,Axis Overnight Fund-Reg(G),Axis Overnight Fund-Reg(G),5,2,5.55,0.52,3.26,1.62,6.75,5.82,4.84,8135.21,0.11,42062
Bandhan Overnight Fund-Reg(G),PGIM India Mutual Fund,PGIM India Overnight Fund-Reg(G),PGIM India Overnight Fund-Reg(G),Unrated,9,5.51,0.52,3.27,1.61,6.7,5.77,4.83,36.62,0.15,24529
Bandhan Overnight Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Overnight Fund-Reg(G),Mirae Asset Overnight Fund-Reg(G),2,5,5.5,0.51,3.25,1.6,6.7,5.78,4.83,636.16,0.16,44008
Bandhan Overnight Fund-Reg(G),Canara Robeco Mutual Fund,Canara Rob Overnight Fund-Reg(G),Canara Rob Overnight Fund-Reg(G),3,7,5.46,0.51,3.22,1.59,6.65,5.77,4.82,328.28,0.11,43350
Mahindra Manulife Manufacturing Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Manufacturing Fund-Reg(G),Mahindra Manulife Manufacturing Fund-Reg(G),Unrated,,,-8.77,,-7.11,,,,946.1,2.2,48881
Mahindra Manulife Manufacturing Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),ICICI Pru Commodities Fund(G),Unrated,15,13.01,-7.35,-0.25,-5.8,35.72,17.02,31.58,2609.08,2.0,41999
Mahindra Manulife Manufacturing Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,7,24.03,-5.91,12.83,0.94,41.06,25.29,27.94,24792.55,1.61,42140
Mahindra Manulife Manufacturing Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,5,34.17,-5.4,12.96,-2.01,61.43,26.01,27.6,5610.37,1.81,946
Mahindra Manulife Manufacturing Fund-Reg(G),Invesco Mutual Fund,Invesco India PSU Equity Fund(G),Invesco India PSU Equity Fund(G),1,3,32.0,-6.36,6.08,-9.95,65.55,32.61,27.57,1435.71,2.08,7996
Mirae Asset Nifty Midcap 150 ETF,Mirae Asset Mutual Fund,Mirae Asset Nifty Midcap 150 ETF,Mirae Asset Nifty Midcap 150 ETF,Unrated,,22.93,-6.67,10.99,-3.52,44.42,,,945.06,0.05,46105
Mirae Asset Nifty Midcap 150 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,1,37.69,-9.85,6.32,-10.6,73.59,45.94,29.88,44278.8,0.07,27621
Mirae Asset Nifty Midcap 150 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty Midcap 150,Nippon India ETF Nifty Midcap 150,Unrated,7,22.8,-6.71,10.93,-3.56,44.26,22.95,28.54,1752.17,0.21,40028
Mirae Asset Nifty Midcap 150 ETF,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 100 ETF,Motilal Oswal Nifty Midcap 100 ETF,Unrated,6,22.56,-6.84,11.02,-3.51,46.16,23.37,28.41,554.42,0.22,13595
Mirae Asset Nifty Midcap 150 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,2,23.59,-6.75,5.2,-5.51,53.11,35.79,25.79,20613.4,0.07,38252
Tata NIFTY 50 Index Fund-Reg(G),Tata Mutual Fund,Tata NIFTY 50 Index Fund-Reg(G),Tata NIFTY 50 Index Fund-Reg(G),3,34,12.6,-6.53,8.64,-1.35,29.05,12.08,16.15,942.0,0.52,3247
Tata NIFTY 50 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,4,23.82,-6.2,8.83,-3.37,42.7,21.85,28.81,828.81,1.04,43811
Tata NIFTY 50 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,2,22.12,-6.75,10.59,-3.71,43.3,22.01,27.64,1949.15,1.0,43810
Tata NIFTY 50 Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,18,15.07,-8.38,8.76,-2.7,34.21,16.46,20.31,1906.66,0.88,38179
Tata NIFTY 50 Index Fund-Reg(G),DSP Mutual Fund,DSP NIFTY Next 50 Index Fund-Reg(G),DSP NIFTY Next 50 Index Fund-Reg(G),3,7,31.49,-9.36,9.35,-5.08,60.63,19.03,19.87,844.26,0.53,41641
SBI International Access-US Equity FoF-Reg(G),SBI Mutual Fund,SBI International Access-US Equity FoF-Reg(G),SBI International Access-US Equity FoF-Reg(G),Unrated,8,23.25,1.64,12.3,3.94,47.1,12.0,,940.22,1.6,44224
SBI International Access-US Equity FoF-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,7,22.91,1.5,14.89,5.83,42.48,12.46,23.52,5035.16,0.58,41322
SBI International Access-US Equity FoF-Reg(G),PGIM India Mutual Fund,PGIM India Global Equity Opp Fund(G),PGIM India Global Equity Opp Fund(G),Unrated,30,24.01,1.95,13.09,9.66,46.28,2.68,18.5,1352.43,2.38,8812
SBI International Access-US Equity FoF-Reg(G),Franklin Templeton Mutual Fund,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Unrated,23,25.18,3.24,15.51,10.31,51.99,5.35,17.38,3565.01,1.53,16071
SBI International Access-US Equity FoF-Reg(G),DSP Mutual Fund,DSP US Flexible Equity FoF-Reg(G),DSP US Flexible Equity FoF-Reg(G),Unrated,11,13.43,-0.3,7.56,3.01,29.71,10.14,16.0,871.98,2.34,17236
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),Unrated,,7.43,0.24,5.19,1.96,9.96,,,935.82,0.4,46358
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),SBI Mutual Fund,SBI Magnum Income Fund-Reg(G),SBI Magnum Income Fund-Reg(G),4,3,7.22,0.2,4.9,2.06,8.76,5.94,7.01,1795.93,1.46,2776
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),UTI Mutual Fund,UTI Medium to Long Duration Fund-Reg(G),UTI Medium to Long Duration Fund-Reg(G),1,1,7.45,0.14,5.1,2.12,9.26,7.88,6.84,314.88,1.62,3441
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),ICICI Pru Bond Fund(G),4,2,7.35,0.27,5.06,2.13,9.32,6.14,6.73,2959.92,1.03,6197
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Income Fund(G),Aditya Birla SL Income Fund(G),5,6,7.49,0.19,5.35,2.19,9.64,5.67,6.71,2102.81,1.16,405
Axis Childrens Fund-No Lock in-Reg(G),Axis Mutual Fund,Axis Childrens Fund-No Lock in-Reg(G),Axis Childrens Fund-No Lock in-Reg(G),3,33,14.84,-4.73,12.29,0.25,24.63,7.18,12.33,934.89,2.29,34004
Axis Childrens Fund-No Lock in-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,19.06,-5.84,9.9,-1.4,35.3,19.61,24.03,6167.84,1.77,24803
Axis Childrens Fund-No Lock in-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,24.26,-5.96,7.57,-1.37,49.38,23.88,24.01,1035.44,2.15,25667
Axis Childrens Fund-No Lock in-Reg(G),HDFC Mutual Fund,HDFC Childrens Gift Fund,HDFC Childrens Gift Fund,4,8,15.03,-3.78,8.37,-1.16,27.57,15.66,18.74,10042.29,1.74,1126
Axis Childrens Fund-No Lock in-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,14.22,-6.76,9.15,-3.58,28.54,13.42,18.73,390.39,2.57,3304
Axis Childrens Fund-Compulsory Lock in-Reg(G),Axis Mutual Fund,Axis Childrens Fund-Compulsory Lock in-Reg(G),Axis Childrens Fund-Compulsory Lock in-Reg(G),4,32,14.84,-4.73,12.29,0.25,24.63,7.18,12.33,934.89,2.28,34008
Axis Childrens Fund-Compulsory Lock in-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,19.06,-5.84,9.9,-1.4,35.3,19.61,24.03,6167.84,1.77,24803
Axis Childrens Fund-Compulsory Lock in-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,24.26,-5.96,7.57,-1.37,49.38,23.88,24.01,1035.44,2.15,25667
Axis Childrens Fund-Compulsory Lock in-Reg(G),HDFC Mutual Fund,HDFC Childrens Gift Fund,HDFC Childrens Gift Fund,4,8,15.03,-3.78,8.37,-1.16,27.57,15.66,18.74,10042.29,1.74,1126
Axis Childrens Fund-Compulsory Lock in-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,14.22,-6.76,9.15,-3.58,28.54,13.42,18.73,390.39,2.57,3304
Edelweiss Focused Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Focused Fund-Reg(G),Edelweiss Focused Fund-Reg(G),Unrated,,21.66,-6.08,13.66,-0.03,42.47,,,930.86,2.22,46055
Edelweiss Focused Fund-Reg(G),Quant Mutual Fund,Quant Flexi Cap Fund(G),Quant Flexi Cap Fund(G),5,4,22.69,-8.93,2.91,-7.1,47.32,21.17,32.46,7912.16,1.75,6305
Edelweiss Focused Fund-Reg(G),PPFAS Mutual Fund,Parag Parikh Flexi Cap Fund-Reg(G),Parag Parikh Flexi Cap Fund-Reg(G),5,12,22.15,-2.63,11.96,2.94,38.27,16.78,24.91,82441.07,1.33,21520
Edelweiss Focused Fund-Reg(G),JM Financial Mutual Fund,JM Flexicap Fund-Reg(G),JM Flexicap Fund-Reg(G),3,1,32.7,-5.16,13.42,-3.4,54.81,26.23,24.42,4531.48,1.82,6075
Edelweiss Focused Fund-Reg(G),HDFC Mutual Fund,HDFC Flexi Cap Fund(G),HDFC Flexi Cap Fund(G),3,2,24.61,-4.24,14.02,1.76,45.42,23.79,23.59,66225.06,1.43,1131
ICICI Pru Nifty Next 50 ETF,ICICI Prudential Mutual Fund,ICICI Pru Nifty Next 50 ETF,ICICI Pru Nifty Next 50 ETF,Unrated,16,32.27,-9.33,9.69,-4.95,61.74,19.58,20.63,926.28,0.1,39950
ICICI Pru Nifty Next 50 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,1,37.69,-9.85,6.32,-10.6,73.59,45.94,29.88,44278.8,0.07,27621
ICICI Pru Nifty Next 50 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty Midcap 150,Nippon India ETF Nifty Midcap 150,Unrated,7,22.8,-6.71,10.93,-3.56,44.26,22.95,28.54,1752.17,0.21,40028
ICICI Pru Nifty Next 50 ETF,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 100 ETF,Motilal Oswal Nifty Midcap 100 ETF,Unrated,6,22.56,-6.84,11.02,-3.51,46.16,23.37,28.41,554.42,0.22,13595
ICICI Pru Nifty Next 50 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,2,23.59,-6.75,5.2,-5.51,53.11,35.79,25.79,20613.4,0.07,38252
HDFC Non-Cyclical Consumer Fund-Reg(G),HDFC Mutual Fund,HDFC Non-Cyclical Consumer Fund-Reg(G),HDFC Non-Cyclical Consumer Fund-Reg(G),Unrated,,22.68,-8.92,13.34,1.92,37.93,,,919.13,2.3,46357
HDFC Non-Cyclical Consumer Fund-Reg(G),Nippon India Mutual Fund,Nippon India Consumption Fund(G),Nippon India Consumption Fund(G),5,2,21.28,-11.0,11.35,-3.7,35.09,19.92,23.35,2023.15,2.04,2644
HDFC Non-Cyclical Consumer Fund-Reg(G),SBI Mutual Fund,SBI Consumption Opp Fund-Reg(G),SBI Consumption Opp Fund-Reg(G),3,1,22.5,-8.37,14.31,-0.73,35.39,23.04,22.3,3100.76,1.97,19166
HDFC Non-Cyclical Consumer Fund-Reg(G),Canara Robeco Mutual Fund,Canara Rob Consumer Trends Fund-Reg(G),Canara Rob Consumer Trends Fund-Reg(G),4,8,22.63,-7.59,11.84,0.58,38.88,17.83,20.8,1849.02,2.07,7876
HDFC Non-Cyclical Consumer Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas India Consumption Fund-Reg(G),Baroda BNP Paribas India Consumption Fund-Reg(G),4,10,21.95,-9.72,14.38,-1.39,36.72,16.87,20.37,1574.78,2.06,17168
Aditya Birla SL Credit Risk Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Credit Risk Fund-Reg(G),Aditya Birla SL Credit Risk Fund-Reg(G),3,3,10.84,3.21,8.32,5.14,12.19,8.49,7.65,916.98,1.54,29571
Aditya Birla SL Credit Risk Fund-Reg(G),Bank of India Mutual Fund,Bank of India Credit Risk Fund-Reg(G),Bank of India Credit Risk Fund-Reg(G),2,1,5.23,0.6,2.23,1.31,6.2,39.34,10.7,114.54,1.53,30390
Aditya Birla SL Credit Risk Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund-Reg(G),Baroda BNP Paribas Credit Risk Fund-Reg(G),4,8,7.12,0.65,4.55,2.4,8.57,6.56,8.04,167.4,1.6,25569
Aditya Birla SL Credit Risk Fund-Reg(G),DSP Mutual Fund,DSP Credit Risk Fund-Reg(G),DSP Credit Risk Fund-Reg(G),3,2,6.54,0.56,4.08,1.9,7.93,10.52,7.94,191.25,1.2,685
Aditya Birla SL Credit Risk Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Credit Risk Fund(G),ICICI Pru Credit Risk Fund(G),5,4,7.65,0.86,5.01,2.44,9.35,6.93,7.57,6468.43,1.41,12456
Kotak Quant Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Quant Fund-Reg(G),Kotak Quant Fund-Reg(G),Unrated,,22.26,-8.2,7.59,-4.38,51.37,,,912.15,1.31,48083
Kotak Quant Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),ICICI Pru Commodities Fund(G),Unrated,15,13.01,-7.35,-0.25,-5.8,35.72,17.02,31.58,2609.08,2.0,41999
Kotak Quant Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,7,24.03,-5.91,12.83,0.94,41.06,25.29,27.94,24792.55,1.61,42140
Kotak Quant Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,5,34.17,-5.4,12.96,-2.01,61.43,26.01,27.6,5610.37,1.81,946
Kotak Quant Fund-Reg(G),Invesco Mutual Fund,Invesco India PSU Equity Fund(G),Invesco India PSU Equity Fund(G),1,3,32.0,-6.36,6.08,-9.95,65.55,32.61,27.57,1435.71,2.08,7996
Mirae Asset Equity Allocator FoF-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Equity Allocator FoF-Reg(G),Mirae Asset Equity Allocator FoF-Reg(G),Unrated,9,17.13,-7.14,9.24,-2.39,35.7,14.98,,896.97,0.11,45064
Mirae Asset Equity Allocator FoF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,23.62,-6.43,5.56,-5.41,52.78,35.38,25.65,2183.3,0.13,40232
Mirae Asset Equity Allocator FoF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,6,23.34,-3.42,15.99,3.37,38.28,17.92,25.43,1940.51,1.52,1706
Mirae Asset Equity Allocator FoF-Reg(G),Kotak Mahindra Mutual Fund,Kotak Multi Asset Allocator FoF-Dynamic(G),Kotak Multi Asset Allocator FoF-Dynamic(G),Unrated,5,18.24,-2.6,8.86,1.49,31.09,18.14,21.02,1618.25,1.01,1981
Mirae Asset Equity Allocator FoF-Reg(G),Nippon India Mutual Fund,Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Unrated,3,31.86,-8.85,9.78,-4.77,61.1,19.14,20.17,524.54,0.29,40664
DSP Global Innovation FoF-Reg(G),DSP Mutual Fund,DSP Global Innovation FoF-Reg(G),DSP Global Innovation FoF-Reg(G),Unrated,,19.34,0.1,10.8,7.33,44.08,,,892.26,2.04,45728
DSP Global Innovation FoF-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,7,22.91,1.5,14.89,5.83,42.48,12.46,23.52,5035.16,0.58,41322
DSP Global Innovation FoF-Reg(G),PGIM India Mutual Fund,PGIM India Global Equity Opp Fund(G),PGIM India Global Equity Opp Fund(G),Unrated,30,24.01,1.95,13.09,9.66,46.28,2.68,18.5,1352.43,2.38,8812
DSP Global Innovation FoF-Reg(G),Franklin Templeton Mutual Fund,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Unrated,23,25.18,3.24,15.51,10.31,51.99,5.35,17.38,3565.01,1.53,16071
DSP Global Innovation FoF-Reg(G),DSP Mutual Fund,DSP US Flexible Equity FoF-Reg(G),DSP US Flexible Equity FoF-Reg(G),Unrated,11,13.43,-0.3,7.56,3.01,29.71,10.14,16.0,871.98,2.34,17236
Union Multi Asset Allocation Fund-Reg(G),Union Mutual Fund,Union Multi Asset Allocation Fund-Reg(G),Union Multi Asset Allocation Fund-Reg(G),Unrated,,,-2.35,,,,,,890.66,2.17,48944
Union Multi Asset Allocation Fund-Reg(G),Quant Mutual Fund,Quant Multi Asset Fund(G),Quant Multi Asset Fund(G),5,1,26.38,-4.17,4.19,0.98,44.15,21.61,27.25,2983.94,1.88,869
Union Multi Asset Allocation Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Multi-Asset Fund(G),ICICI Pru Multi-Asset Fund(G),Unrated,2,18.68,-2.69,8.46,2.35,30.15,19.66,21.58,50495.58,1.46,1495
Union Multi Asset Allocation Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund-Reg(G),Edelweiss Aggressive Hybrid Fund-Reg(G),Unrated,4,19.27,-5.2,10.17,-0.31,33.21,17.4,18.48,2197.84,1.98,7922
Union Multi Asset Allocation Fund-Reg(G),UTI Mutual Fund,UTI Multi Asset Allocation Fund-Reg(G),UTI Multi Asset Allocation Fund-Reg(G),Unrated,3,21.21,-3.67,8.52,1.28,36.98,17.75,15.93,4059.6,1.78,7143
Invesco India Balanced Advantage Fund(G),Invesco Mutual Fund,Invesco India Balanced Advantage Fund(G),Invesco India Balanced Advantage Fund(G),2,5,14.18,-2.32,8.58,0.96,27.01,12.54,11.99,888.63,2.17,2171
Invesco India Balanced Advantage Fund(G),HDFC Mutual Fund,HDFC Balanced Advantage Fund(G),HDFC Balanced Advantage Fund(G),4,1,17.43,-2.78,7.72,-1.26,33.17,21.45,20.61,96535.51,1.35,1273
Invesco India Balanced Advantage Fund(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),Baroda BNP Paribas Balanced Advantage Fund-Reg(G),5,4,13.65,-3.55,6.8,0.15,26.4,12.58,16.18,4186.97,1.89,38263
Invesco India Balanced Advantage Fund(G),Edelweiss Mutual Fund,Edelweiss Balanced Advantage Fund-Reg(G),Edelweiss Balanced Advantage Fund-Reg(G),5,10,13.73,-4.5,6.24,-0.74,25.09,11.39,15.29,12689.91,1.64,7912
Invesco India Balanced Advantage Fund(G),Tata Mutual Fund,Tata Balanced Adv Fund-Reg(G),Tata Balanced Adv Fund-Reg(G),4,11,11.45,-3.31,5.78,-0.75,20.7,11.28,13.45,10453.34,1.67,39531
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Pharma & Healthcare Fund-Reg(G),Aditya Birla SL Pharma & Healthcare Fund-Reg(G),Unrated,8,31.09,-4.34,18.03,4.22,51.19,17.96,24.25,888.27,2.28,37591
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),DSP Mutual Fund,DSP Healthcare Fund-Reg(G),DSP Healthcare Fund-Reg(G),5,3,36.04,-1.19,23.67,9.17,56.08,21.33,30.99,3094.08,1.93,36002
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),4,1,40.16,-2.51,23.43,7.6,62.29,23.28,30.89,4987.49,1.92,36398
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),SBI Mutual Fund,SBI Healthcare Opp Fund-Reg(G),SBI Healthcare Opp Fund-Reg(G),2,2,35.27,-1.16,19.19,9.17,54.18,23.21,29.23,3346.13,1.95,2813
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Healthcare Fund-Reg(G),Mirae Asset Healthcare Fund-Reg(G),4,7,33.53,-3.24,21.27,6.15,52.63,18.75,29.06,2793.61,1.93,39122
SBI FMP-41-1498D-Reg(G),SBI Mutual Fund,SBI FMP-41-1498D-Reg(G),SBI FMP-41-1498D-Reg(G),Unrated,36,6.2,0.52,3.63,1.71,7.59,5.34,,882.19,,45439
