MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
WOC Flexi Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Flexi Cap Fund(G),HDFC Flexi Cap Fund(G),3,2,24.61,-4.24,14.02,1.76,45.42,23.79,23.59,66225.06,1.43,1131
HSBC Banking and PSU Debt Fund-Reg(G),HSBC Mutual Fund,HSBC Banking and PSU Debt Fund-Reg(G),HSBC Banking and PSU Debt Fund-Reg(G),3,21,6.14,0.67,3.81,1.81,7.59,4.88,5.71,4204.44,0.61,916
HSBC Banking and PSU Debt Fund-Reg(G),UTI Mutual Fund,UTI Banking & PSU Fund-Reg(G),UTI Banking & PSU Fund-Reg(G),2,1,6.54,0.61,4.22,1.9,8.13,8.01,7.24,824.14,0.55,21956
HSBC Banking and PSU Debt Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Banking and PSU Debt Fund-Reg(G),Edelweiss Banking and PSU Debt Fund-Reg(G),5,13,7.26,0.35,4.75,2.09,8.7,5.68,7.01,269.92,0.7,23296
HSBC Banking and PSU Debt Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),ICICI Pru Banking & PSU Debt Fund(G),3,2,6.58,0.67,4.08,1.79,7.87,6.2,6.65,8929.75,0.74,8080
HSBC Banking and PSU Debt Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Banking and PSU Debt Fund(G),Kotak Banking and PSU Debt Fund(G),4,5,6.92,0.43,4.47,2.03,8.37,5.9,6.57,5714.27,0.75,2044
Motilal Oswal ELSS Tax Saver Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal ELSS Tax Saver Fund-Reg(G),Motilal Oswal ELSS Tax Saver Fund-Reg(G),3,1,39.79,-4.01,19.88,5.77,64.31,24.71,23.14,4194.64,1.82,31189
Motilal Oswal ELSS Tax Saver Fund-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,11,18.54,-8.27,1.79,-6.31,43.35,21.25,31.84,11560.66,1.71,889
Motilal Oswal ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,10,14.0,-4.53,10.49,0.57,29.51,21.69,29.7,42.31,1.4,37867
Motilal Oswal ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Unrated,7,13.98,-4.57,11.28,0.45,29.05,22.21,29.53,40.52,1.43,36380
Motilal Oswal ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,12,15.04,-4.48,11.94,0.46,29.73,21.01,29.33,34.68,1.41,36903
UTI ELSS Tax Saver Fund-Reg(G),UTI Mutual Fund,UTI ELSS Tax Saver Fund-Reg(G),UTI ELSS Tax Saver Fund-Reg(G),4,50,16.06,-7.12,11.96,-1.6,32.44,11.87,18.55,4182.7,1.86,3462
UTI ELSS Tax Saver Fund-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,11,18.54,-8.27,1.79,-6.31,43.35,21.25,31.84,11560.66,1.71,889
UTI ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,10,14.0,-4.53,10.49,0.57,29.51,21.69,29.7,42.31,1.4,37867
UTI ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Unrated,7,13.98,-4.57,11.28,0.45,29.05,22.21,29.53,40.52,1.43,36380
UTI ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,12,15.04,-4.48,11.94,0.46,29.73,21.01,29.33,34.68,1.41,36903
Aditya Birla SL MNC Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL MNC Fund-Reg(G),Aditya Birla SL MNC Fund-Reg(G),Unrated,3,19.34,-6.03,14.07,-3.07,32.37,12.56,11.94,4180.08,1.98,425
Aditya Birla SL MNC Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru MNC Fund(G),ICICI Pru MNC Fund(G),Unrated,1,18.27,-8.03,10.64,-4.13,28.3,14.99,22.25,1884.79,2.1,41965
Aditya Birla SL MNC Fund-Reg(G),SBI Mutual Fund,SBI Magnum Global Fund-Reg(G),SBI Magnum Global Fund-Reg(G),Unrated,4,4.78,-5.17,6.39,-3.93,12.62,8.65,15.01,6878.56,1.87,2766
Aditya Birla SL MNC Fund-Reg(G),UTI Mutual Fund,UTI MNC Fund-Reg(G),UTI MNC Fund-Reg(G),Unrated,2,19.39,-7.4,11.41,-4.24,28.99,12.69,14.33,3248.95,2.0,3634
Aditya Birla SL MNC Fund-Reg(G),HDFC Mutual Fund,HDFC MNC Fund-Reg(G),HDFC MNC Fund-Reg(G),Unrated,,11.66,-9.12,7.57,-6.53,23.49,,,685.98,2.4,47648
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),Unrated,,6.81,0.62,4.44,1.93,8.69,,,4128.72,0.5,46112
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),SBI Mutual Fund,SBI Magnum Income Fund-Reg(G),SBI Magnum Income Fund-Reg(G),4,3,7.22,0.2,4.9,2.06,8.76,5.94,7.01,1795.93,1.46,2776
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),UTI Mutual Fund,UTI Medium to Long Duration Fund-Reg(G),UTI Medium to Long Duration Fund-Reg(G),1,1,7.45,0.14,5.1,2.12,9.26,7.88,6.84,314.88,1.62,3441
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),ICICI Pru Bond Fund(G),4,2,7.35,0.27,5.06,2.13,9.32,6.14,6.73,2959.92,1.03,6197
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Income Fund(G),Aditya Birla SL Income Fund(G),5,6,7.49,0.19,5.35,2.19,9.64,5.67,6.71,2102.81,1.16,405
UTI Large & Mid Cap Fund-Reg(G),UTI Mutual Fund,UTI Large & Mid Cap Fund-Reg(G),UTI Large & Mid Cap Fund-Reg(G),4,5,28.73,-5.89,15.41,-0.49,47.16,20.68,24.37,4086.38,1.96,16672
UTI Large & Mid Cap Fund-Reg(G),Quant Mutual Fund,Quant Large & Mid Cap Fund(G),Quant Large & Mid Cap Fund(G),Unrated,2,22.83,-8.44,2.11,-7.56,47.64,23.42,25.97,3827.97,1.87,874
UTI Large & Mid Cap Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Large & Midcap Fund-Reg(G),Motilal Oswal Large & Midcap Fund-Reg(G),Unrated,1,36.79,-4.33,20.98,6.45,58.37,25.0,25.54,6500.18,1.78,42803
UTI Large & Mid Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Large and Mid Cap Fund-Reg(G),HDFC Large and Mid Cap Fund-Reg(G),4,6,20.12,-6.66,10.33,-2.74,40.74,20.59,24.15,24508.23,1.66,2271
UTI Large & Mid Cap Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Large & Mid Cap Fund(G),ICICI Pru Large & Mid Cap Fund(G),3,4,24.78,-6.82,10.81,-0.88,43.03,20.92,24.02,17464.42,1.69,1608
Sundaram Services Fund-Reg(G),Sundaram Mutual Fund,Sundaram Services Fund-Reg(G),Sundaram Services Fund-Reg(G),4,19,18.4,-5.32,14.05,3.72,33.86,15.65,22.12,4067.66,1.86,37849
Sundaram Services Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),ICICI Pru Commodities Fund(G),Unrated,15,13.01,-7.35,-0.25,-5.8,35.72,17.02,31.58,2609.08,2.0,41999
Sundaram Services Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,7,24.03,-5.91,12.83,0.94,41.06,25.29,27.94,24792.55,1.61,42140
Sundaram Services Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,5,34.17,-5.4,12.96,-2.01,61.43,26.01,27.6,5610.37,1.81,946
Sundaram Services Fund-Reg(G),Invesco Mutual Fund,Invesco India PSU Equity Fund(G),Invesco India PSU Equity Fund(G),1,3,32.0,-6.36,6.08,-9.95,65.55,32.61,27.57,1435.71,2.08,7996
UTI Multi Asset Allocation Fund-Reg(G),UTI Mutual Fund,UTI Multi Asset Allocation Fund-Reg(G),UTI Multi Asset Allocation Fund-Reg(G),Unrated,3,21.21,-3.67,8.52,1.28,36.98,17.75,15.93,4059.6,1.78,7143
UTI Multi Asset Allocation Fund-Reg(G),Quant Mutual Fund,Quant Multi Asset Fund(G),Quant Multi Asset Fund(G),5,1,26.38,-4.17,4.19,0.98,44.15,21.61,27.25,2983.94,1.88,869
UTI Multi Asset Allocation Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Multi-Asset Fund(G),ICICI Pru Multi-Asset Fund(G),Unrated,2,18.68,-2.69,8.46,2.35,30.15,19.66,21.58,50495.58,1.46,1495
UTI Multi Asset Allocation Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund-Reg(G),Edelweiss Aggressive Hybrid Fund-Reg(G),Unrated,4,19.27,-5.2,10.17,-0.31,33.21,17.4,18.48,2197.84,1.98,7922
UTI Multi Asset Allocation Fund-Reg(G),HDFC Mutual Fund,HDFC Multi-Asset Fund(G),HDFC Multi-Asset Fund(G),Unrated,8,15.12,-2.18,7.96,1.28,24.88,12.88,15.67,3701.65,1.93,1307
HDFC Nifty 50 ETF,HDFC Mutual Fund,HDFC Nifty 50 ETF,HDFC Nifty 50 ETF,Unrated,49,13.16,-6.46,8.99,-1.2,29.84,12.7,16.89,4057.19,0.05,33325
HDFC Nifty 50 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,1,37.69,-9.85,6.32,-10.6,73.59,45.94,29.88,44278.8,0.07,27621
HDFC Nifty 50 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty Midcap 150,Nippon India ETF Nifty Midcap 150,Unrated,7,22.8,-6.71,10.93,-3.56,44.26,22.95,28.54,1752.17,0.21,40028
HDFC Nifty 50 ETF,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 100 ETF,Motilal Oswal Nifty Midcap 100 ETF,Unrated,6,22.56,-6.84,11.02,-3.51,46.16,23.37,28.41,554.42,0.22,13595
HDFC Nifty 50 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,2,23.59,-6.75,5.2,-5.51,53.11,35.79,25.79,20613.4,0.07,38252
Kotak India EQ Contra Fund(G),Kotak Mahindra Mutual Fund,Kotak India EQ Contra Fund(G),Kotak India EQ Contra Fund(G),2,8,24.3,-6.19,11.48,-2.14,48.0,20.98,22.47,4047.5,1.87,1973
Kotak India EQ Contra Fund(G),SBI Mutual Fund,SBI Contra Fund-Reg(G),SBI Contra Fund-Reg(G),5,2,20.45,-5.95,8.14,-2.57,40.45,24.62,30.15,41326.63,1.51,2809
Kotak India EQ Contra Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Value Discovery Fund(G),ICICI Pru Value Discovery Fund(G),4,3,24.08,-5.08,12.48,0.21,42.07,22.9,26.65,51197.82,1.53,1492
Kotak India EQ Contra Fund(G),Bandhan Mutual Fund,Bandhan Sterling Value Fund-Reg(G),Bandhan Sterling Value Fund-Reg(G),5,12,20.57,-6.85,8.71,-2.43,37.21,19.98,26.08,10600.66,1.74,4270
Kotak India EQ Contra Fund(G),JM Financial Mutual Fund,JM Value Fund(G),JM Value Fund(G),3,1,27.58,-5.98,11.74,-5.07,49.11,25.56,25.09,1084.63,2.18,1849
HDFC Defence Fund-Reg(G),HDFC Mutual Fund,HDFC Defence Fund-Reg(G),HDFC Defence Fund-Reg(G),Unrated,,36.7,-6.14,8.44,-13.94,74.67,,,3996.82,1.89,46585
HDFC Defence Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),ICICI Pru Commodities Fund(G),Unrated,15,13.01,-7.35,-0.25,-5.8,35.72,17.02,31.58,2609.08,2.0,41999
HDFC Defence Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,7,24.03,-5.91,12.83,0.94,41.06,25.29,27.94,24792.55,1.61,42140
HDFC Defence Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,5,34.17,-5.4,12.96,-2.01,61.43,26.01,27.6,5610.37,1.81,946
HDFC Defence Fund-Reg(G),Invesco Mutual Fund,Invesco India PSU Equity Fund(G),Invesco India PSU Equity Fund(G),1,3,32.0,-6.36,6.08,-9.95,65.55,32.61,27.57,1435.71,2.08,7996
Kotak Gilt Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Gilt Fund-Reg(G),Kotak Gilt Fund-Reg(G),3,14,7.71,-0.41,5.8,2.16,9.83,5.71,6.61,3978.77,1.48,2042
Kotak Gilt Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Gilt Fund(G),ICICI Pru Gilt Fund(G),4,3,6.96,0.28,4.78,1.94,8.46,6.32,7.3,6633.27,1.09,1606
Kotak Gilt Fund-Reg(G),SBI Mutual Fund,SBI Magnum Gilt Fund-Reg(G),SBI Magnum Gilt Fund-Reg(G),3,1,8.19,-0.21,5.68,2.08,10.09,6.85,7.17,10422.37,0.94,2754
Kotak Gilt Fund-Reg(G),DSP Mutual Fund,DSP Gilt Fund-Reg(G),DSP Gilt Fund-Reg(G),4,2,9.49,-0.23,6.35,2.31,11.72,6.51,7.16,1417.52,1.25,693
Kotak Gilt Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Government Securities Fund-Reg(G),Edelweiss Government Securities Fund-Reg(G),5,7,9.02,-0.19,5.6,2.01,11.32,5.99,7.07,171.3,1.14,21922
Nippon India Equity Hybrid Fund(G),Nippon India Mutual Fund,Nippon India Equity Hybrid Fund(G),Nippon India Equity Hybrid Fund(G),3,7,16.65,-4.39,9.15,0.86,29.79,15.62,13.68,3975.65,1.96,2660
Nippon India Equity Hybrid Fund(G),Bank of India Mutual Fund,Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),5,3,21.82,-4.51,8.23,-3.4,37.12,18.24,25.73,1000.31,2.11,32972
Nippon India Equity Hybrid Fund(G),JM Financial Mutual Fund,JM Aggressive Hybrid Fund(G),JM Aggressive Hybrid Fund(G),Unrated,1,27.86,-3.41,10.55,-1.9,44.86,21.51,25.43,642.94,2.31,1847
Nippon India Equity Hybrid Fund(G),Quant Mutual Fund,Quant Absolute Fund(G),Quant Absolute Fund(G),5,5,16.99,-6.52,1.89,-5.44,32.78,16.15,24.16,2352.27,1.99,865
Nippon India Equity Hybrid Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Equity & Debt Fund(G),ICICI Pru Equity & Debt Fund(G),5,2,20.36,-4.8,8.28,0.37,34.41,19.71,22.56,41395.98,1.58,1482
Invesco India Multicap Fund(G),Invesco Mutual Fund,Invesco India Multicap Fund(G),Invesco India Multicap Fund(G),4,7,26.01,-4.97,15.73,2.51,44.06,17.72,22.77,3961.65,1.88,4256
Invesco India Multicap Fund(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,8,15.98,-8.91,-1.9,-9.73,34.3,17.41,27.9,11229.42,1.7,871
Invesco India Multicap Fund(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,1,26.81,-5.65,11.23,-1.19,43.2,26.2,25.1,39621.82,1.55,2466
Invesco India Multicap Fund(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,5,22.34,-7.06,9.42,-2.97,39.93,18.23,24.88,4868.8,1.83,36401
Invesco India Multicap Fund(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Multi Cap Fund-Reg(G),Baroda BNP Paribas Multi Cap Fund-Reg(G),4,6,27.8,-4.41,12.61,0.92,47.42,18.1,23.72,2810.73,1.98,500
Quant Infrastructure Fund(G),Quant Mutual Fund,Quant Infrastructure Fund(G),Quant Infrastructure Fund(G),5,13,25.56,-8.31,-2.42,-10.01,53.93,25.82,34.3,3936.99,1.88,881
Quant Infrastructure Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Infrastructure Fund(G),ICICI Pru Infrastructure Fund(G),4,1,30.61,-6.5,8.55,-3.29,55.1,32.72,31.21,6423.88,1.9,1629
Quant Infrastructure Fund(G),Invesco Mutual Fund,Invesco India Infrastructure Fund(G),Invesco India Infrastructure Fund(G),4,11,30.95,-7.87,9.76,-7.09,58.16,26.86,29.81,1666.48,2.07,2237
Quant Infrastructure Fund(G),Bandhan Mutual Fund,Bandhan Infrastructure Fund-Reg(G),Bandhan Infrastructure Fund-Reg(G),5,7,38.83,-8.83,9.2,-10.16,61.85,28.17,29.56,1905.92,2.07,12459
Quant Infrastructure Fund(G),Bank of India Mutual Fund,Bank of India Mfg & Infra Fund-Reg(G),Bank of India Mfg & Infra Fund-Reg(G),Unrated,14,27.18,-8.11,7.99,-4.83,48.22,25.75,29.39,528.69,2.29,8484
Bajaj Finserv Flexi Cap Fund-Reg(G),Bajaj Finserv Mutual Fund,Bajaj Finserv Flexi Cap Fund-Reg(G),Bajaj Finserv Flexi Cap Fund-Reg(G),Unrated,,27.05,-5.97,13.59,0.48,40.58,,,3883.01,1.85,48061
Bajaj Finserv Flexi Cap Fund-Reg(G),Quant Mutual Fund,Quant Flexi Cap Fund(G),Quant Flexi Cap Fund(G),5,4,22.69,-8.93,2.91,-7.1,47.32,21.17,32.46,7912.16,1.75,6305
Bajaj Finserv Flexi Cap Fund-Reg(G),PPFAS Mutual Fund,Parag Parikh Flexi Cap Fund-Reg(G),Parag Parikh Flexi Cap Fund-Reg(G),5,12,22.15,-2.63,11.96,2.94,38.27,16.78,24.91,82441.07,1.33,21520
Bajaj Finserv Flexi Cap Fund-Reg(G),JM Financial Mutual Fund,JM Flexicap Fund-Reg(G),JM Flexicap Fund-Reg(G),3,1,32.7,-5.16,13.42,-3.4,54.81,26.23,24.42,4531.48,1.82,6075
Bajaj Finserv Flexi Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Flexi Cap Fund(G),HDFC Flexi Cap Fund(G),3,2,24.61,-4.24,14.02,1.76,45.42,23.79,23.59,66225.06,1.43,1131
Quant Large & Mid Cap Fund(G),Quant Mutual Fund,Quant Large & Mid Cap Fund(G),Quant Large & Mid Cap Fund(G),Unrated,2,22.83,-8.44,2.11,-7.56,47.64,23.42,25.97,3827.97,1.87,874
Quant Large & Mid Cap Fund(G),Motilal Oswal Mutual Fund,Motilal Oswal Large & Midcap Fund-Reg(G),Motilal Oswal Large & Midcap Fund-Reg(G),Unrated,1,36.79,-4.33,20.98,6.45,58.37,25.0,25.54,6500.18,1.78,42803
Quant Large & Mid Cap Fund(G),UTI Mutual Fund,UTI Large & Mid Cap Fund-Reg(G),UTI Large & Mid Cap Fund-Reg(G),4,5,28.73,-5.89,15.41,-0.49,47.16,20.68,24.37,4086.38,1.96,16672
Quant Large & Mid Cap Fund(G),HDFC Mutual Fund,HDFC Large and Mid Cap Fund-Reg(G),HDFC Large and Mid Cap Fund-Reg(G),4,6,20.12,-6.66,10.33,-2.74,40.74,20.59,24.15,24508.23,1.66,2271
Quant Large & Mid Cap Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Large & Mid Cap Fund(G),ICICI Pru Large & Mid Cap Fund(G),3,4,24.78,-6.82,10.81,-0.88,43.03,20.92,24.02,17464.42,1.69,1608
Bajaj Finserv Liquid Fund-Reg(G),Bajaj Finserv Mutual Fund,Bajaj Finserv Liquid Fund-Reg(G),Bajaj Finserv Liquid Fund-Reg(G),Unrated,,6.07,0.58,3.53,1.75,7.34,,,3823.04,0.27,48041
Bajaj Finserv Liquid Fund-Reg(G),Quant Mutual Fund,Quant Liquid Plan(G),Quant Liquid Plan(G),5,30,5.83,0.57,3.41,1.72,7.04,5.99,5.45,2226.59,0.52,883
Bajaj Finserv Liquid Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Liquid Fund-Reg(G),Mahindra Manulife Liquid Fund-Reg(G),5,3,6.1,0.58,3.56,1.76,7.38,6.21,5.3,1016.37,0.27,35846
Bajaj Finserv Liquid Fund-Reg(G),Axis Mutual Fund,Axis Liquid Fund-Reg(G),Axis Liquid Fund-Reg(G),4,2,6.13,0.58,3.54,1.76,7.41,6.22,5.3,25268.68,0.24,8029
Bajaj Finserv Liquid Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Liquid Fund-Super Inst(G),Franklin India Liquid Fund-Super Inst(G),4,10,6.13,0.58,3.57,1.77,7.4,6.18,5.29,2141.59,0.2,3406
Franklin India Equity Advantage Fund(G),Franklin Templeton Mutual Fund,Franklin India Equity Advantage Fund(G),Franklin India Equity Advantage Fund(G),3,24,18.55,-7.74,13.29,-1.78,36.21,13.2,18.44,3797.57,1.99,933
Franklin India Equity Advantage Fund(G),Quant Mutual Fund,Quant Large & Mid Cap Fund(G),Quant Large & Mid Cap Fund(G),Unrated,2,22.83,-8.44,2.11,-7.56,47.64,23.42,25.97,3827.97,1.87,874
Franklin India Equity Advantage Fund(G),Motilal Oswal Mutual Fund,Motilal Oswal Large & Midcap Fund-Reg(G),Motilal Oswal Large & Midcap Fund-Reg(G),Unrated,1,36.79,-4.33,20.98,6.45,58.37,25.0,25.54,6500.18,1.78,42803
Franklin India Equity Advantage Fund(G),UTI Mutual Fund,UTI Large & Mid Cap Fund-Reg(G),UTI Large & Mid Cap Fund-Reg(G),4,5,28.73,-5.89,15.41,-0.49,47.16,20.68,24.37,4086.38,1.96,16672
Franklin India Equity Advantage Fund(G),HDFC Mutual Fund,HDFC Large and Mid Cap Fund-Reg(G),HDFC Large and Mid Cap Fund-Reg(G),4,6,20.12,-6.66,10.33,-2.74,40.74,20.59,24.15,24508.23,1.66,2271
Bandhan Ultra Short Term Fund-Reg(G),Bandhan Mutual Fund,Bandhan Ultra Short Term Fund-Reg(G),Bandhan Ultra Short Term Fund-Reg(G),4,7,6.23,0.67,3.59,1.79,7.44,6.08,5.5,3789.83,0.46,40482
Bandhan Ultra Short Term Fund-Reg(G),Nippon India Mutual Fund,Nippon India Ultra Short Duration Fund(G),Nippon India Ultra Short Duration Fund(G),3,9,6.05,0.64,3.49,1.73,7.2,6.0,6.25,7256.63,1.13,2615
Bandhan Ultra Short Term Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Savings Fund-Reg(G),Aditya Birla SL Savings Fund-Reg(G),5,1,6.5,0.75,3.73,1.9,7.74,6.36,6.08,12416.79,0.57,468
Bandhan Ultra Short Term Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Ultra Short Term Fund Fund(G),ICICI Pru Ultra Short Term Fund Fund(G),5,5,6.26,0.66,3.56,1.78,7.45,6.11,5.91,13757.04,0.8,12454
Bandhan Ultra Short Term Fund-Reg(G),UTI Mutual Fund,UTI Ultra Short Duration Fund-Reg(G),UTI Ultra Short Duration Fund-Reg(G),3,13,6.04,0.64,3.51,1.77,7.21,5.84,5.87,2651.01,0.94,3533
SBI Banking and PSU Fund-Reg(G),SBI Mutual Fund,SBI Banking and PSU Fund-Reg(G),SBI Banking and PSU Fund-Reg(G),3,15,6.63,0.48,4.26,2.0,7.96,5.48,6.01,3779.65,0.81,8004
SBI Banking and PSU Fund-Reg(G),UTI Mutual Fund,UTI Banking & PSU Fund-Reg(G),UTI Banking & PSU Fund-Reg(G),2,1,6.54,0.61,4.22,1.9,8.13,8.01,7.24,824.14,0.55,21956
SBI Banking and PSU Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Banking and PSU Debt Fund-Reg(G),Edelweiss Banking and PSU Debt Fund-Reg(G),5,13,7.26,0.35,4.75,2.09,8.7,5.68,7.01,269.92,0.7,23296
SBI Banking and PSU Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),ICICI Pru Banking & PSU Debt Fund(G),3,2,6.58,0.67,4.08,1.79,7.87,6.2,6.65,8929.75,0.74,8080
SBI Banking and PSU Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Banking and PSU Debt Fund(G),Kotak Banking and PSU Debt Fund(G),4,5,6.92,0.43,4.47,2.03,8.37,5.9,6.57,5714.27,0.75,2044
HSBC Short Duration Fund-Reg(G),HSBC Mutual Fund,HSBC Short Duration Fund-Reg(G),HSBC Short Duration Fund-Reg(G),3,19,6.45,0.5,4.3,1.9,8.02,5.39,5.85,3760.66,0.75,15772
HSBC Short Duration Fund-Reg(G),Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),Bank of India Short Term Income Fund-Reg(G),Unrated,1,6.05,0.37,3.98,1.76,7.64,12.72,8.07,70.71,1.0,7456
HSBC Short Duration Fund-Reg(G),UTI Mutual Fund,UTI Short Duration Fund-Reg(G),UTI Short Duration Fund-Reg(G),4,6,6.75,0.53,4.15,2.07,8.25,5.94,7.46,2567.03,0.84,3656
HSBC Short Duration Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Short Term Fund(G),ICICI Pru Short Term Fund(G),5,2,6.65,0.6,4.15,1.91,8.1,6.35,6.89,19746.04,1.05,1682
HSBC Short Duration Fund-Reg(G),HDFC Mutual Fund,HDFC Short Term Debt Fund(G),HDFC Short Term Debt Fund(G),5,3,7.11,0.56,4.46,2.06,8.64,6.11,6.76,14622.22,0.71,11925
Kotak Focused Equity Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Focused Equity Fund-Reg(G),Kotak Focused Equity Fund-Reg(G),Unrated,20,18.73,-7.1,10.23,-2.42,36.05,13.69,18.13,3758.36,1.87,43968
Kotak Focused Equity Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,8,15.98,-8.91,-1.9,-9.73,34.3,17.41,27.9,11229.42,1.7,871
Kotak Focused Equity Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,1,26.81,-5.65,11.23,-1.19,43.2,26.2,25.1,39621.82,1.55,2466
Kotak Focused Equity Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,5,22.34,-7.06,9.42,-2.97,39.93,18.23,24.88,4868.8,1.83,36401
