Stock Number,Stock Name
311653,Cello World Limited
207950,Central Depository Services (India) Limited
229414,Nazara Technologies Limited
301912,Clean Science & Technology Limited
217379,Icici Lombard General Insurance Co
232592,Latent View Analytics Limited
132754,Gmr Infrastructure Limited
208766,Multi Commodity Exchange Of India Limited
208412,Indian Railway Catering And Tourism Corporation Limited
100830,Colgate - Palmolive (India) Limited
132541,Coforge Limited
218763,Dr Lal Pathlabs Limited
100027,Atul Limited
132144,Welspun Corp Limited
126299,Mphasis Limited
209024,Rr Kabel Limited
210590,Persistent Systems Limited
235506,Metropolis Healthcare Limited
223430,Vedant Fashions Private Limited
308020,Aarti Pharmalabs Limited
132839,Dish Tv India Limited
211740,Happy Forgings Limited
290184,Solara Active Pharma Sciences Limited
209902,Angel Broking Limited
210320,Interarch Building Products Limited
209078,Nippon Life India Asset Management Limited
132375,Tips Industries Limited
107880,Vip Industries Limited
241214,Paradeep Phosphates Limited
132630,Gokaldas Exports Limited
131431,Shakti Pumps (India) Limited
254493,Pb Fintech Limited
304714,Aether Industries Limited
113097,Shivalik Bimetal Controls Limited
207837,Bansal Wire Industries Limited
109488,Graphite India Limited
304701,Campus Activewear Limited
100040,Century Textiles & Industries Limited
123405,Jm Financial Limited
207901,Bse Limited
210284,Indegene Limited
218241,Microsoft Corporation
124226,Gujarat Ambuja Exports Limited
277614,Jupiter Life Line Hospitals Limited
100660,Glaxosmithkline Pharmaceuticals Limited
294914,Go Digit General Insurance Limited
100680,Pfizer Limited
124816,Natco Pharma Limited
223112,Tatva Chintan Pharma Chem Limited
102157,Mangalam Cement Limited
208801,Nbcc (India) Limited
220512,Sjvn Limited
132178,Engineers India Limited
301578,Jubilant Ingrevia Limited
131531,Hatsun Agro Product Limited
107717,Dhanuka Agritech Limited
120111,Ratnamani Metals & Tubes Limited
218533,Narayana Hrudayalaya Limited
223478,Mrs. Bectors Food Specialities Limited
229414,Nazara Technologies Limited
295966,Samhi Hotels Limited
311915,Stanley Lifestyles Limited
132822,Vodafone Idea Limited
304102,Bharti Airtel Limited Partly Paid 1.25 Fv
100469,The Federal Bank  Limited
267465,Shyam Metalics And Energy Limited
312105,Entero Healthcare Solutions Limited
106943,J B Chemicals And Pharma Limited
237191,V-Mart Retail Limited
221645,Krishna Institute Of Medical Sciences Limited
214084,Sansera Engineering Limited
302427,Vijaya Diagnostic Centre Pvt. Limited
224849,Alembic Pharmaceuticals Limited
208190,Galaxy Surfactants Limited
109557,Garware Technical Fibres Limited
221033,Aster Dm Healthcare Limited
132638,Shopper Stop Limited
223595,Avenue Supermarts Limited
132313,Mahindra Lifespace Developers Limited
213597,Minda Corporation Limited
234556,Cms Info Systems Limited
107717,Dhanuka Agritech Limited
131548,Somany Ceramics Limited
211840,Mankind Pharma Limited
211740,Happy Forgings Limited
131266,V.S.T Tillers Tractors Limited
122275,Ge T&D India Limited
209024,R R Kabel Limited
311653,Cello World Limited
288401,Orient Electic Limited
207837,Bansal Wire Industries Limited
311571,Max Estates Limited
303146,Go Fashion (India) Limited
267615,Aavas Financiers Limited
100008,Amara Raja Energy Mob Limited
131761,Apollo Pipes Limited
105872,Wpil Limited
273894,Prataap Snacks Limited
132732,Kewal Kiran Clothing Limited
277614,Jupiter Lifeline Hospitals Limited
287257,Gpt Healthcare Limited
218929,Sai Silk (Kalamandir) Limited
267465,Shyam Metalics And Energy Limited Limited
226156,Anand Rathi Wealth Limited
100209,Infosys Limited
132281,Hcl Technologies Limited
132555,Ntpc Limited
100300,Grasim Industries Limited
226720,Kalyan Jewellers India Limited
100247,Kotak Mahindra Bank Limited
222961,Kirloskar Oil Engines Limited
131642,Marico Limited
100575,Voltas Limited
132755,Tech Mahindra Limited
269404,Tube Investments Of India Limited
100257,Lupin Limited
200007,Jyothy Labs Limited
130965,Indian Oil Corporation Limited
213838,Prestige Estates Projects Limited
215367,Jubilant Foodworks Limited
217389,Hdfc Life Insurance Co Limited
100410,Acc Limited
132187,Indusind Bank Limited
209967,Indus Towers Limited
271581,Intellect Design Arena Limited
100008,Amara Raja Energy And Mobility Limited
213429,Lemon Tree Hotels Limited
103806,Srf Limited
221194,Teamlease Services Limited
228974,360 One Wam Limited
219494,Hindustan Aeronautics Limited
313834,Grasim Industries Limited
218036,Numero Uno International Limited ** ^^
296974,Quantum Information Systems ** ^^
210903,Tvs Supply Chain Solutions Limited
217889,Tata Motors Limited Dvr
100084,Cesc Limited
225051,Sbi Cards And Payment Services Limited
117544,Centum Electronics Limited
267543,Gulf Oil Lubricants India Limited
105700,Elecon Engineering Comapny Limited
190073,Wheels India Limited
223658,Td Power Systems Limited
208414,Indian Renewable Energy Development Agency Limited
100093,Cg Power And Industrial Solutions Limited
303125,Le Travenues Technology Limited
208727,Metro Brands Limited
273557,Fusion Micro Finance Limited
287199,Gandhar Oil Refinery (India) Limited
242477,Orient Cement Limited
100185,Hindustan Construction Company Limited
209220,Sharda Motor Industries Limited
209232,Bikaji Foods International Limited
132612,Indoco Remedies Limited
102090,Sagar Cements Limited
303146,Go Fashion (India) Limited
208461,Jsw Energy Limited
223679,Rishabh Instruments Limited
315820,Sobha Limited Rights
100164,Godrej Industries Limited
100171,Ghcl Limited
304102,Bharti Airtel Limited - Partly Paid Shares
311589,Red Tape Limited
223788,The Ethos Limited
209220,Sharda Motor Industries Limited
308651,Zaggle Prepaid Ocean Services Limited
123025,Safari Industries India Limited
295732,Greenpanel Industries Limited
310018,Netweb Technologies India
209099,Rolex Rings Limited
271581,Intellect Design Arena Limited
132808,Pearl Global Industries Limited
100048,Beml Limited
251940,G R Infraprojects Limited
314345,Ceigall India Limited
229414,Nazara Technologies Limited (Locked In Shares) $
303322,C.E.Info Systems Limited
223187,Kaynes Technology India Limited
288401,Orient Electric Limited
132754,Gmr Airports Infrastructure Limited
100113,Steel Authority Of India Limited
221790,Muthoot Finance Limited
131213,Manappuram Finance Limited
100670,Gujarat Narmada Valley Fertilizers And Chemicals Limited
100290,Mrf Limited
130965,Indian Oil Corporation Limited
290269,Indiamart Intermesh Limited
218763,Dr. Lal Path Labs Limited
130005,The India Cements Limited
303157,Rategain Travel Technologies Limited
123395,3M India Limited
100339,Rain Industries Limited
256461,Divgi Torqtransfer Systems Limited
124558,Neuland Laboratories Limited
100294,Ncc Limited
132889,Kpr Mill Limited
100405,Supreme Petrochem Limited
105283,Kirloskar Pneumatic Co Limited
282626,Hg Infra Engineering Limited
216065,Jyoti Cnc Automation Limited
100469,Federal Bank Limited
225154,Amber Enterprises India Limited
122275,Ge Tandd India Limited
305799,Kfin Technologies Limited
106076,Grindwell Norton Limted
210039,Concord Biotech Limited
100940,Finolex Industries Limited
132443,Cera Sanitaryware Limited
106943,Jb Chemicals And Pharmaceuticals Limited
114162,Welspun Living Limited
209220,Sharda Motor Industries Limited
228974,360 One Wam Limited
200007,Jyothy Laboratories Limited
100265,Maharashtra Seamless Limited
131548,Somany Ceramics Limited
130759,Sterling Tools Limited
121016,Indo Count Industries Limited
131761,Apollo Pipes Limited
106767,Alkyl Amines Chemicals Limited
244937,Ptc Industries Limited
130007,Jk Tyre & Industries Limited
208345,Hi-Tech Pipes Limited
224880,Niit Learning Systems Limited
122241,Mm Forgings Limited
126586,Wim Plast Limited
102420,Orient Paper & Industries Limited
316108,Sobha Limited - Partly Paid
218929,Sai Silks Kalamandir Limited
219649,Emami Paper Mills Limited
103100,Phoenix Mills Limited
221645,Krishna Institute Of Medical Sciences Limited
274045,Rainbow Children'S Medicare Limited
250958,Ideaforge Technology Limited
315820,Sobha Limited
216065,Jyoti Cnc Automation Limited
132814,Indian Bank
274038,India Shelter Finance Corporation Limited
217889,Tata Motors Limited
100008,Amara Raja Energy Mob Limited
223666,Dee Development Engineeers Limited
120056,Tvs Holdings Limted
123398,Johnson Controls - Hitachi Air Conditioning India Limited
100413,Thomas Cook  (India)  Limited
208099,Emcure Pharmaceuticals Limited
213800,Popular Vehicles And Services Limited
221194,Teamlease Services Limited
209344,Sumitomo Chemical India Limited
304102,Bharti Airtel Limited- Partly Paid Up
120056,Tvs Holdings Limited
100249,Ksb Limited
210217,Healthcare Global Enterprises Limited
190073,Wheels India Limited
311720,Sundaram Clayton Limited
132144,Welspun Corp Limited
222414,Dodla Dairy Limited
132783,Lt Foods Limited
123025,Safari Industries (India) Limited
219236,Thangamayil Jewellery Limited
105726,Ifb Industries Limited
303180,Prudent Corporate Advisory Services Limited
124348,Aarti Drugs Limited
123385,Nilkamal Limited
123301,Tcpl Packaging Limited
209127,S. P. Apparels Limited
100235,Kalyani Steels Limited
226627,Sharda Cropchem Limited
218761,Mold-Tek Packaging Limited
299229,Borosil Limited
218771,Shriram Pistons & Rings Limited
190006,Amrutanjan Health Care Limited
122215,Hle Glascoat Limited
222255,Eris Lifesciences Limited
126951,Stylam Industries Limited
124091,Carysil Limited
310497,Ghcl Textiles Limited
308582,Irm Energy Limited
252076,Power Mech Projects Limited
312940,Borosil Scientific Limited
103811,Siyaram Silk Mills Limited
113599,Hindustan Copper Limited
132754,Gmr Infrastructure Limited
100670,Guj. Narmada Valley Fertilisers Limited
109480,Berger Paints (I) Limited
209425,Tcns Clothing Co. Limited
100830,Colgate-Palmolive ( I ) Limited
113683,Nlc India Limited (Neyveli Lignite Corporation Limited)
132497,Radico Khaitan Limited
132209,Jammu And Kashmir Bank Limited
132486,Pokarna Limited
207778,Ashoka Buildcon Limited
208365,Icici Securities Limited
306605,Innova Captabs Limited
108989,Navneet Education Limited
119552,Heritage Foods Limited
124000,Poonawalla Fincorp Limited
254732,Juniper Hotels Limited
311741,Jnk India Limited
228465,Barbeque Nation Hospitality Limited
200025,Isgec Heavy Engineering Limited
232793,Ami Organics Limited
221645,Krishna Institute Of Medical Sciences
130549,Shilpa Medicare Limited
209521,Updater Services Limited
123704,Mastek Limited
304682,Tbo Tek Limited
114167,Ganesha Ecosphere Limited
252076,Power Mech Projects Limited
267389,Quess Corp Limited
228465,Barbeque Nation Hospitality
209914,Apeejay Surrendra Park Hotels Limited
208433,Inox India Limited
237831,Jsw Infrastructure Limited
109079,Gufic Biosciences Limited
214437,Varroc Engineering Limited
311653,Cello World Limited
100875,Itc Limited
211385,Sbi Life Insurance Co Limited
100696,Hindustan Unilever Limited
100093,Cg Power And Industrial Solutions Limited
217379,Icici Lombard General Insurance Co Limited
132810,Power Finance Corporation Limited
132488,Divi'S Laboratories Limited
100420,Torrent Pharmaceuticals Limited
219300,Coal India Limited
100550,Siemens Limited
132541,Coforge Limited
100307,Nirlon Limited
208615,Laxmi Organic Industries Limited
218761,Mold-Tek Packaging Limited
200048,Irb Infrastructure Developers Limited
132784,Sobha Limited
295768,Csb Bank Limited
214084,Sansera Engineering Limited
100380,Jk Lakshmi Cement Limited
302921,Sjs Enterprises Limited
221554,Yatra Online Limited
131599,Fdc Limited
117421,Butterfly Gandhimathi Appliances
277585,Inox Green Energy Services Limited
100110,Chennai Petroleum Corporation Limited
303180,Prudent Corporate Advisory Services Limited
225213,Nvidia Corp Com
250895,Eli Lilly & Co
298322,Arista Networks Inc
225210,Netflix Inc
238671,Lowes Cos Inc
297804,Bunzl Plc
273513,Sap Se
284302,Medtronic Plc
218281,Procter & Gamble Co
218161,Coca Cola Co.
219126,Merck & Co. Inc
226187,Visa Inc
288744,Booking Holdings Inc
306654,Elevance Health Inc
280755,Tjx Ord
282023,Salesforce Inc
239630,Adobe Inc
295047,Autozone Inc
298470,Parker-Hannifin Corp
312312,Taiwan Semiconductor Manufacturing Co Limited
295638,Uber Technologies Inc
295669,Alcon Inc
311556,Spotify Technology Sa
225198,Kla Corporation
237041,Siemens Ag
309658,Sony Group Corporation - Adr
306390,Gsk Ord
130117,Privi Speciality Chemicals Limited
277030,Sanofi-Adr
217688,City Online Services Limited**
200020,Brigade Enterprises Limited
106401,Deepak Nitrite Limited
221033,Aster Dm Healthcare Limited
100067,Blue Star Limited
190003,Karur Vysya Bank Limited
106943,J.B. Chemicals & Pharmaceuticals Limited
113375,Carborundum Universal Limited
132784,Sobha Limited
131162,Emami Limited
119600,Ccl Products (India) Limited
104067,Zensar Technologies Limited
132889,K.P.R. Mill Limited
104973,Cholamandalam Financial Holdings Limited
100144,Finolex Cables Limited
100086,Exide Industries Limited
235506,Metropolis Healthcare Limited
132175,Cyient Limited
100214,Ion Exchange (India) Limited
105700,Elecon Engineering Co Limited
132772,Dcb Bank Limited
132702,Gujarat State Petronet Limited
105283,Kirloskar Pneumatic Co Limited
214816,Akums Drugs And Pharmaceuticals Limited #
200115,Titagarh Rail Systems Limited
100940,Finolex Industries Limited
100312,Oil & Natural Gas Corporation Limited
296765,Hitachi Energy India Limited
304549,Syrma Sgs Technology Limited
132811,Ahluwalia Contracts (India) Limited
221083,Gateway Distriparks Limited
255331,Tega Industries Limited
284650,Pricol Limited
220869,Techno Electric & Engineering Co Limited
105355,Nesco Limited
302921,S J S Enterprises Limited
132210,City Union Bank Limited
100027,Atul Limited
132400,Birlasoft Limited
100171,Ghcl Limited
222554,Data Patterns India Limited
223478,Mrs Bectors Food Specialities Limited
237191,V-Mart Retail Limited
120111,Ratnamani Metals & Tubes Limited
226156,Anand Rathi Wealth Limited
100400,Tata Power Co Limited
217757,Pnb Housing Finance Limited
301578,Jubilant Ingrevia Limited
209099,Rolex Rings Limited
209902,Angel One Limited
274038,India Shelter Finance Corporation Limited
117506,Ttk Prestige Limited
100241,Kirloskar Brothers Limited
113097,Shivalik Bimetal Controls Limited
311915,Stanley Lifestyles Limited
209127,S P Apparels Limited
200110,Shankara Building Products Limited
208763,Mtar Technologies Limited
132612,Indoco Remedies Limited
116072,Vishnu Chemicals Limited
113519,Pitti Engineering Limited
287490,Sbfc Finance Limited
132515,Tv Today Network Limited
303158,Tracxn Technologies Limited
316108,Sobha Limited - Partly Paid
304701,Campus Activewear Limited
290269,Indiamart Intermesh Limited
287237,Ujjivan Small Finance Bank Limited
273557,Fusion Micro Finance Limited
132809,Firstsource Solutions Limited
117385,Symphony Limited
315820,Sobha Limited - Rights Entitlements
296765,Hitachi Energy India Limited
132395,Axiscades Technologies Limited
205759,Cigniti Technologies Limited
209063,Cyient Dlm Limited
100408,Tata Elxsi Limited
211925,Rashi Peripherals Limited
313495,Unicommerce Esolutions Limited
224880,Niit Learning Systems Limited
117536,Onward Technologies Limited
273198,Route Mobile Limited
132805,Redington (India) Limited
232592,Latent View Analytics Limited
100304,Niit Limited
131209,Nucleus Software Exports Limited
219460,Accenture Plc
224342,Amazon Com
100163,Godfrey Phillips India Limited
132162,Jk Paper Limited
222961,Kirloskar Oil Eng Limited
200047,Globus Spirits Limited
132461,Punjab National Bank Limited
100670,Gujarat Narmada Valley Fertilizers & Chemicals Limited
100730,Nocil Limited
132424,Godrej Consumer Products Limited
217379,Icici Lombard General Insuranc
222055,Interglobe Aviation Limited
132478,United Breweries Limited
100575,Voltas Limited
132508,Jindal Stainless Limited
100490,Bajaj Holdings & Investment Lt
106395,Coromandel International Limited
102355,Balkrishna Industries Limited
214179,Sona Blw Precision Forging Limited
217797,Shubh Shanti Services Limited
217889,Tata Motors - Dvr
221790,Muthoot Finance Limited
211840,Mankind Pharma Limited
210036,Computer Age Management Services Limited
117569,Kei Industries Limited
122275,Ge T&D India Limited
132424,Godrej Consumer Products Limited
223430,Vedant Fashions Limited
132504,Navin Fluorine International Limited
209232,Bikaji Foods International Limited
100480,Cummins India Limited
132714,Kec International Limited
117174,Honeywell Automation India Limited
209063,Cyient Dlm Limited
232793,Ami Organics Limited
207837,Bansal Wire Industries Limited
311638,Epack Durable Limited
100469,The Federal Bank Limited
106395,Coromandel International Limited
132843,Fortis Health Care Limited
286335,Au Small Finance Bank Limited
120056,Tvs Holdings Limited
132321,Zydus Lifesciences Limited
100104,Hindustan Petroleum Corporation Limited
212427,Alkem Laboratories Limited
106076,Grindwell Norton Limited
132720,Mahindra & Mahindra Financial Services Limited
126299,Mphasis Limited
207959,Chalet Hotels Limited
100877,Apollo Tyres Limited
200515,Zf Commercial Vehicle Control Systems I Limited
132644,Jk Cement Limited
211337,Polycab India Limited
132343,Tvs Motor Company Limited
132539,Uno Minda Limited
131531,Hatsun Agro Product Limited
109930,Supreme Industries Limited
100103,Bharat Heavy Electricals Limited
208045,Devyani International Limited
132830,Astral Limited
131344,Container Corporation Of India Limited
214179,Sona Blw Precision Forgings Limited
218763,Dr Lal Path Labs Limited
132523,Biocon Limited
100408,Tata Elxsi Limited
207872,Bharti Hexacom Limited
132667,Suzlon Enegy Limited
100674,Sanofi India Limited
100850,The Indian Hotels Company Limited
209967,Indus Towers Limited (Prev Bharti Infratel Limited)
210258,Icici Prudential Life Insurance Company Limited
315602,Sanofi Consumer Healthcare India Limited
249927,Gujarat Gas Co Limited
293380,Dalmia Cement (Bharat) Limited
200055,Rec Limited
100470,Tata Steel Limited
293380,Dalmia Bharat Limited
100547,Bharat Petroleum Corporation Limited
100096,Dabur India Limited
131548,Somany Ceramics Limited
124494,Ipca Laboratories Limited
103100,Phoenix Mills Limited
100495,Escorts Kubota Limited
215477,Endurance Technologies Limited
100403,Sundram Fasteners Limited
305013,Motherson Sumi Wiring India Limited
100238,Whirlpool Of India Limited
122113,Timken India Limited
132514,Indraprastha Gas Limited
220350,L&T Finance Limited
103100,Phoenix Mills Limited
212427,Alkem Laboratories Limited
100493,Bharat Forge Limited
269404,Tube Investments Of India Limited
109930,Supreme Industries Limited
254493,Pb Fintech Limited
100271,Max Financial Services Limited
132725,Solar Industries India Limited
100238,Whirlpool Of India Limited
207872,Bharti Hexacom Limited
100469,Federal Bank Limited
132814,Indian Bank
132644,J.K.Cement Limited
200091,Oil India Limited
126299,Mphasis Limited
132667,Suzlon Energy Limited
100084,Cesc Limited
293380,Dalmia Bharat Limited
132757,Voltamp Transformers Limited
210036,Computer Age Management Serv
111243,Cholamandalam Investment & Fin
132466,Oracle Financial Services Soft
190059,Apl Apollo Tubes Limited
223430,Vedant Fashions Limited
249927,Gujarat Gas Limited
100403,Sundram Fasteners Limited
190003,Karur Vysya Bank Limited
131162,Emami Limited
100680,Pfizer Limited
105726,Ifb Indus. Limited
126371,Nmdc Limited
100483,Tata Communications Limited
122113,Timken India Limited
228974,360 One Wam Limited
100253,Lic Housing Finance Limited
100257,Lupin Limited
221842,Creditaccess Grameen Limited
122205,Praj Indusries Limited
132221,Sonata Software Limited
100233,Kajaria Ceramics Limited
131344,Container Corp. Of India Limited
200055,Rec Limited
268618,L&T Technology Services Limited
217400,Star Health & Allied Insurance
221194,Teamlease Services Limited .
132756,Cie Automotive India Limited
124208,Aarti Industries Limited
208883,One 97 Communications Limited
132210,City Union Bank
289108,Delhivery Limited
126947,La-Opala Rg Limited
200094,Pnc Infratech Limited
100103,Bharat Heavy Electricals Limited
217714,Deldot Systems Limited
210284,Indegene Limited
190071,Sundaram Finance Limited
132667,Suzlon Energy Limited
209550,Varun Beverages Limited
213597,Minda Corporation Limited
216065,Jyoti Cnc Automation Limited
210258,Icici Prudential Life Insurance Co Limited
217379,Icici Lombard General Insurance Co. Limited
215216,Craftsman Automation Limited
100660,Glaxosmithkline Pharmaceuticals Limited
294320,Kpit Technologies Limited
220674,Jupiter Wagons Limited
209063,Cyient Dlm Limited
226720,Kalyan Jewellers India Limited
314700,P N Gadgil Jewellers Limited
102937,Kesoram Industries Limited
296186,Baazar Style Retail Limited
209024,R R Kabel Limited
237831,Jsw Infrastructure Limited
209425,Tcns Clothing Company Limited
123642,P I Industries Limited
221842,Creditaccess Grameen Limited
200054,V-Guard Industries Limited
100125,Eid Parry India Limited
100135,Epl Limited
297629,Suven Pharmaceuticals Limited
111196,Can Fin Homes Limited
132835,Icra Limited
132443,Cera Sanitaryware Limited
132221,Sonata Software Limited
100620,Great Eastern Shipping Co Limited
200094,Pnc Infratech Limited
226076,Triveni Turbine Limited
306605,Innova Captab Limited
105533,Westlife Foodworld Limited
307332,Piramal Pharma Limited
126797,Greenply Industries Limited
235955,Home First Finance Co India Limited
303146,Go Fashion India Limited
233156,Rossari Biotech Limited
132689,Pvr Inox Limited
232353,Rhi Magnesita India Limited
117168,Subros Limited
218761,Mold Tek Packaging Limited
209587,Vrl Logistics Limited
308764,Honasa Consumer Limited
105255,Gmm Pfaudler Limited
232592,Latent View Analytics Limited
219691,Cochin Shipyard Limited
100730,Nocil Limited
272156,Greenlam Industries Limited
288451,Fine Organic Industries Limited
316108,Sobha Limited
123025,Safari Industries (India) Limited
107880,V.I.P. Industries Limited
216156,Ltimindtree Limited
315820,Sobha Limited
100128,Electrosteel Castings Limited
132156,Vaibhav Global Limited
132754,Gmr Infrastructure Limited
208412,Indian Railway Catering & Tourism Corporation Limited
211337,Polycab India Limited
100124,Dr. Reddys Laboratories Limited
123642,Pi Industries Litmited
225051,Sbi Cards & Payment Services Limited
114167,Ganesha Ecosphere Limited
217667,Sip Technologies & Export Limited**
217689,Magnasound (India) Limited**
302988,Fsn Ecommerce Ventures Limited
219700,Mazagon Dock Shipbuilders Limited
200019,Transformers And Rectifiers (India) Limited
222554,Data Patterns India Limited
111243,Cholamandalam Investment & Finance Company Limited
123398,Johnson Control Hitachi Air Conditioning India Limited
307332,Piramal Pharma Limited
100092,Crisil Limited
200055,Rec Limited
295131,Sterling And Wilson Renewable Energy Limited
268618,Landt Technology Services Limited
132652,The Karnataka Bank Limited
111243,Cholamandalam Investment & Finance Company Limited
208412,Indian Railway Catering &Tou. Corp. Limited
109480,Berger Paints (I) Limited
132921,Adani Ports & Special Economic Zone Limited
220350,L & T Finance Limited
280713,Crompton Greaves Cons Electrical Limited
100670,Gujarat Narmada Valley Fert & Chem Limited
218763,Dr. Lal Path Labs Limited
100209,Infosys Limited
132755,Tech Mahindra Limited
132540,Tata Consultancy Services Limited
132281,Hcl Technologies Limited
107685,Wipro Limited
252306,Zomato Limited
216156,Ltimindtree Limited
210590,Persistent Systems Limited
132809,Firstsource Solutions Limited
132175,Cyient Limited
132221,Sonata Software Limited
132454,Bharti Airtel Limited
254493,Pb Fintech Limited
213672,Newgen Software Technologies Limited
126299,Mphasis Limited
100002,Abb India Limited
207901,Bse Limited
100550,Siemens Limited
132400,Birlasoft Limited
132777,Info Edge (India) Limited
123704,Mastek Limited
100483,Tata Communications Limited
104067,Zensar Technologies Limited
303157,Rategain Travel Technologies Limited
310018,Netweb Technologies India Limited
200017,Eclerx Services Limited
229238,Affle (India) Limited
268618,L&T Technology Services Limited
294320,Kpit Technologies Limited
117174,Honeywell Automation India Limited
303125,Le Travenues Technology Limited
304682,Tbo Tek Limited
221554,Yatra Online Limited
132805,Redington (India) Limited
232592,Latent View Analytics Limited
275316,Cartrade Tech Limited
132541,Coforge Limited
209078,Reliance Nippon Life Asset Management Limited
214179,Sona Blw Precision Forgings Limited
207950,Central Depository Services (I) Limited
269404,Tube Investments Of India Limited
190059,Apl Apollo Tubes Limited
190021,Bharat Rasayan Limited
284232,Happiest Minds Technologies Limited
308764,Honasa Consumer Limited
294914,Go Digit General Insurance Limited
218533,Narayana Hrudayalaya Limited
124000,Poonawalla Fincorp Limited
100325,Reliance Industries Limited
100180,Hdfc Bank Limited
100570,Tata Motors Limited
100295,Vedanta Limited
100400,Tata Power Company Limited
132187,Indusind Bank Limited
132822,Vodafone Idea Limited
132754,Gmr Airports Infrastructure Limited
130965,Indian Oil Corporation Limited
200055,Rec Limited
112599,Adani Enterprises Limited
100425,Ambuja Cements Limited
112070,Upl Limited
279527,Bandhan Bank Limited
208280,Hdfc Asset Management Company Limited
132868,Dlf Limited
126371,Nmdc Limited
100103,Bharat Heavy Electricals Limited
132555,Ntpc Limited
209967,Indus Towers Limited
132343,Tvs Motor Company Limited
124804,Aurobindo Pharma Limited
209068,Rbl Bank Limited
219494,Hindustan Aeronautics Limited
132286,Jindal Steel & Power Limited
210072,Dixon Technologies (India) Limited
100034,Bajaj Finance Limited
100086,Exide Industries Limited
103806,Srf Limited
208412,Indian Railway Catering And Tourism Corporation Limited
132810,Power Finance Corporation  Limited
220018,Oberoi Realty Limited
224623,Indian Energy Exchange Limited
132234,National Aluminium Co. Limited
100113,Steel Authority India Limited
211337,Polycab India Limited
271867,Laurus Labs Limited
131344,Container Corporation Of India Limited
100547,Bharat Petroleum Corporation Limited
100104,Hindustan Petroleum Corporation Limited
132210,City Union Bank Limited
117354,Havells India Limited
100049,Bharat Electronics Limited
132523,Biocon Limited
100520,Mahindra & Mahindra Limited
100300,Grasim Industries Limited
113599,Hindustan Copper Limited
100302,Piramal Enterprises Limited
100253,Lic Housing Finance Limited
100875,Itc Limited
132659,Idfc Limited
124208,Aarti Industries Limited
132522,Petronet Lng Limited
212427,Alkem Laboratories Limited
210591,Aditya Birla Fashion & Retail Limited
100290,Mrf Limited
208238,Godrej Properties Limited
222055,Interglobe Aviation Limited
109480,Berger Paints India Limited
132538,Ultratech Cement Limited
100271,Max Financial Services Limited
100114,Titan Company Limited
100850,Indian Hotels Co. Limited
100495,Escorts Kubota Limited
100470,Tata Steel Limited
131213,Manappuram Finance Limited
108869,Apollo Hospitals Enterprise Limited
100027,Atul Limited
100124,Dr Reddys Laboratories Limited
100488,Abbott India Limited
100085,Chambal Fertiliser & Chemicals Limited
132504,Navin Fluorine International Limited
132482,Granules India Limited
211385,Sbi Life Insurance Company Limited
280713,Crompton Greaves Consumer Electricals Limited
225051,Sbi Cards And Payment Services Limited
100480,Cummins India Limited
100247,Kotak Mahindra Bank Limited
100800,Tata Consumer Products Limited
100770,Tata Chemicals Limited
100260,The Ramco Cements Limited
132898,Power Grid Corporation Of India Limited
132488,Divi Laboratories Limited
208766,Multi Commodity Exchange Of Ind Limited
100257,Lupin Limited
111218,Shriram Finance Limited
220350,L&T Finance Limited
100825,Britannia Industries Limited
100670,Guj Narmada Valley Fer. & Chem. Limited
132215,Axis Bank Limited
100312,Oil & Natural Gas Co.
219300,Coal India Limited
293380,Dalmia Bharat Limited
200132,Bajaj Auto Limited
132500,Maruti Suzuki India Limited
221790,Muthoot Finance Limited
132296,Glenmark Pharmaceuticals Limited
100493,Bharat Forge Limited
111243,Cholamandalam Investment & Finance Co Limited
100410,Acc Limited
100228,Jsw Steel Limited
100331,Pidilite Industries  Limited
100790,Nestle India Limited
132830,Astral Limited (Erstwhile Astral Poly Technik Limited)
123642,Pi Industries Limited
132432,United Spirits Limited
105200,Eicher Motors Limited
209373,Syngene International Limited
132174,Icici Bank Limited
124715,Sun Pharmaceutical Industries Limited
132155,Gail ( India ) Limited
132921,Adani Ports And Special Economic Zone Limited
106401,Deepak Nitrite Limited
100420,Torrent Pharmaceuticals Limited
132827,Page Industries Limited
100510,Larsen & Toubro Limited
106395,Coromandel International Limited
100112,State Bank Of India
210258,Icici Prudential Life Insurance Company Limited
217389,Hdfc Life Insurance Co. Limited
132424,Godrej Consumer Products Limited
102355,Balkrishna Industries Limited
100087,Cipla Limited
205198,Bajaj Finserv Limited
132478,United Breweries Limited
131642,Marico Limited
132321,Zydus Lifesciences Limited
100096,Dabur India Limited
208661,Mahanagar Gas Limited
132514,Indraprastha Gas Limited
100469,Federal Bank Limited
100820,Asian Paints (India) Limited
100251,Trent Limited
209425,Tcns Clothing Co. Limited
100696,Hindustan Unilever Limited
100387,Shree Cement Limited
124494,Ipca Laboratories Limited
100182,Hero Motocorp Limited
100830,Colgate-Palmolive India Limited
100440,Hindalco Industries Limited
132466,Oracle Financials Services Soft Limited
100575,Voltas Limited
217379,Icici Lombard General Insurance Co. Limited
100477,Ashok Leyland Limited
111196,Can Fin Homes Limited
100043,Bata India Limited
278580,Idfc First Bank Limited
100877,Apollo Tyres Limited
218763,Dr. Lal Path Labs Limited
132733,Sun Tv Network Limited
132644,J K Cement Limited
100038,Balrampur Chini Mills Limited
131595,Capri Global Capital Limited
221138,Krystal Integrated Services Limited
